"Manufacturer","Model_Name","CPU","Display_Size","Operating_System","RAM","GPU","Screen_Resolution","Price_in_USD","Page","Product_Link"
"LENOVO","LEGION","INTEL","15.6""","LINUX","12GB","AMD","7680 x 4320","1344.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y520t-25ikl-es-intel-core-i7-7700-16gb-2tb-nvidia-geforce-gtx1060-3gb-win10-home-black_10547687/101204828.html"
"LENOVO","LEGION","NVIDIA","15.4""","LINUX","12GB","ARM","1920 x 1080","1344.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y520t-25ikl-es-intel-core-i7-7700-16gb-2tb-nvidia-geforce-gtx1060-3gb-win10-home-black_10547687/101204828.html"
"LENOVO","LEGION","INTEL","13""","WINDOWS","16GB","NVIDIA","7680 x 4320","1366.44","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-6gid-15-6-fhd-ips-intel-core-i7-8750h-8gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1060-6gb-win-10-black_11323848/103239552.html"
"LENOVO","LEGION","ARM","13""","WINDOWS","32GB","ARM","3840 x 2160","1366.44","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-1id-15-6-fhd-intel-core-i7-8750h-16gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1050ti-4gb-win-10-black_10629183/101408139.html"
"LENOVO","LEGION","INTEL","17""","WINDOWS","12GB","ARM","3840 x 2160","1366.44","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-1id-15-6-fhd-intel-core-i7-8750h-16gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1050ti-4gb-win-10-black_10629183/101408139.html"
"LENOVO","LEGION","INTEL","15.4""","WINDOWS","4GB","NVIDIA","3840 x 2160","1366.44","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-6gid-15-6-fhd-ips-intel-core-i7-8750h-8gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1060-6gb-win-10-black_11323848/103239552.html"
"LENOVO","LEGION","INTEL","13""","LINUX","12GB","AMD","7680 x 4320","1388.36","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-1id-15-6-fhd-intel-core-i7-8750h-16gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1050ti-4gb-win-10-black_10629183/101408139.html"
"LENOVO","LEGION","INTEL","15.6""","LINUX","8GB","AMD","7680 x 4320","1388.36","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-6gid-15-6-fhd-ips-intel-core-i7-8750h-8gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1060-6gb-win-10-black_11323848/103239552.html"
"LENOVO","LEGION","INTEL","17""","LINUX","12GB","AMD","2560 x 1440","1388.36","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-1id-15-6-fhd-intel-core-i7-8750h-16gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1050ti-4gb-win-10-black_10629183/101408139.html"
"LENOVO","LEGION","NVIDIA","17""","LINUX","4GB","INTEL","1920 x 1080","1388.36","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-6gid-15-6-fhd-ips-intel-core-i7-8750h-8gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1060-6gb-win-10-black_11323848/103239552.html"
"LENOVO","THINKPAD","INTEL","15.4""","WINDOWS","12GB","ARM","1280 x 720","1389.82","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-l380-yoga-13-3-fhd-touch-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-pro-black_11445869/103507815.html"
"LENOVO","THINKPAD","ARM","15.6""","LINUX","12GB","INTEL","7680 x 4320","1389.82","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-l380-yoga-13-3-fhd-touch-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-pro-black_11445869/103507815.html"
"LENOVO","THINKPAD","INTEL","14""","LINUX","16GB","ARM","1280 x 720","1389.82","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-l380-yoga-13-3-fhd-touch-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-pro-black_11445869/103507815.html"
"LENOVO","THINKPAD","ARM","13""","WINDOWS","32GB","AMD","3840 x 2160","1414.01","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x260-8yid-12-5-fhd-core-i5-6200u-4gb-500gb-intel-hd-graphics-win10-pro-black_10039591/100100187.html"
"LENOVO","THINKPAD","NVIDIA","15.4""","WINDOWS","16GB","NVIDIA","1920 x 1080","1414.01","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x260-8yid-12-5-fhd-core-i5-6200u-4gb-500gb-intel-hd-graphics-win10-pro-black_10039591/100100187.html"
"LENOVO","THINKPAD","ARM","17""","WINDOWS","32GB","INTEL","3840 x 2160","1422.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-t470-09id-14-core-i5-7200u-4gb-1tb-intel-hd-graphics-win10-pro-black_10039525/100100092.html"
"LENOVO","THINKPAD","ARM","17""","LINUX","12GB","ARM","7680 x 4320","1422.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-t470-09id-14-core-i5-7200u-4gb-1tb-intel-hd-graphics-win10-pro-black_10039525/100100092.html"
"LENOVO","YOGA","NVIDIA","17""","WINDOWS","8GB","NVIDIA","2560 x 1440","1461.43","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-31id-13-3-fhd-intel-core-i7-8565u-16gb-512gb-ssd-integrated-graphics-win-10-home-platinum_11144855/102558942.html"
"LENOVO","YOGA","ARM","17""","LINUX","16GB","INTEL","3840 x 2160","1461.43","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-31id-13-3-fhd-intel-core-i7-8565u-16gb-512gb-ssd-integrated-graphics-win-10-home-platinum_11144855/102558942.html"
"LENOVO","LEGION","NVIDIA","15.6""","LINUX","8GB","NVIDIA","2560 x 1440","1505.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-6hid-15-6-fhd-ips-intel-core-i7-8750h-16gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1060-6gb-win-10-black_11323857/103239564.html"
"LENOVO","LEGION","INTEL","14""","WINDOWS","8GB","AMD","1920 x 1080","1505.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-6hid-15-6-fhd-ips-intel-core-i7-8750h-16gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1060-6gb-win-10-black_11323857/103239564.html"
"LENOVO","YOGA","ARM","14""","LINUX","8GB","ARM","7680 x 4320","1534.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-cid-13-3-fhd-touch-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-copper_10384478/100816321.html"
"LENOVO","YOGA","INTEL","14""","WINDOWS","12GB","INTEL","7680 x 4320","1534.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-cid-13-3-fhd-touch-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-copper_10384478/100816321.html"
"LENOVO","LEGION","ARM","17""","LINUX","16GB","AMD","2560 x 1440","1534.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-6hid-15-6-fhd-ips-intel-core-i7-8750h-16gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1060-6gb-win-10-black_11323857/103239564.html"
"LENOVO","LEGION","NVIDIA","15.6""","LINUX","8GB","NVIDIA","7680 x 4320","1534.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y530-6hid-15-6-fhd-ips-intel-core-i7-8750h-16gb-1tb-16gb-intel-optane-nvidia-geforce-gtx1060-6gb-win-10-black_11323857/103239564.html"
"LENOVO","YOGA","INTEL","14""","WINDOWS","4GB","AMD","7680 x 4320","1534.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-cid-13-3-fhd-touch-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-copper_10384478/100816321.html"
"LENOVO","YOGA","ARM","13""","LINUX","12GB","INTEL","7680 x 4320","1534.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-cid-13-3-fhd-touch-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-copper_10384478/100816321.html"
"LENOVO","THINKPAD","INTEL","15.6""","LINUX","32GB","NVIDIA","3840 x 2160","1534.51","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x260-8yid-12-5-fhd-core-i5-6200u-4gb-500gb-intel-hd-graphics-win10-pro-black_10039591/100100187.html"
"LENOVO","YOGA","ARM","14""","WINDOWS","16GB","AMD","1920 x 1080","1556.43","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-31id-13-3-fhd-intel-core-i7-8565u-16gb-512gb-ssd-integrated-graphics-win-10-home-platinum_11144855/102558942.html"
"LENOVO","YOGA","INTEL","15.4""","WINDOWS","32GB","ARM","2560 x 1440","1556.43","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-31id-13-3-fhd-touch-intel-core-i7-8565u-16gb-512gb-ssd-intel-hd-graphics-win-10-home-iron-grey_11589879/103733545.html"
"LENOVO","YOGA","ARM","15.4""","WINDOWS","16GB","AMD","7680 x 4320","1556.43","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-31id-13-3-fhd-touch-intel-core-i7-8565u-16gb-512gb-ssd-intel-hd-graphics-win-10-home-iron-grey_11589879/103733545.html"
"LENOVO","YOGA","ARM","15.6""","LINUX","16GB","INTEL","1920 x 1080","1556.43","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-31id-13-3-fhd-intel-core-i7-8565u-16gb-512gb-ssd-integrated-graphics-win-10-home-platinum_11144855/102558942.html"
"LENOVO","YOGA","INTEL","17""","WINDOWS","16GB","ARM","7680 x 4320","1556.43","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-730-31id-13-3-fhd-touch-intel-core-i7-8565u-16gb-512gb-ssd-intel-hd-graphics-win-10-home-iron-grey_11589879/103733545.html"
"LENOVO","THINKPAD","INTEL","13""","LINUX","12GB","AMD","2560 x 1440","1585.66","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-t470-09id-14-core-i5-7200u-4gb-1tb-intel-hd-graphics-win10-pro-black_10039525/100100092.html"
"LENOVO","THINKPAD","NVIDIA","15.4""","LINUX","16GB","AMD","3840 x 2160","1607.59","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x260-8yid-12-5-fhd-core-i5-6200u-4gb-500gb-intel-hd-graphics-win10-pro-black_10039591/100100187.html"
"LENOVO","THINKPAD","NVIDIA","14""","WINDOWS","12GB","AMD","1920 x 1080","1607.59","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-t470-09id-14-core-i5-7200u-4gb-1tb-intel-hd-graphics-win10-pro-black_10039525/100100092.html"
"LENOVO","THINKPAD","INTEL","15.6""","WINDOWS","8GB","NVIDIA","1920 x 1080","1607.59","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x260-8yid-12-5-fhd-core-i5-6200u-4gb-500gb-intel-hd-graphics-win10-pro-black_10039591/100100187.html"
"LENOVO","THINKPAD","ARM","15.4""","LINUX","4GB","ARM","7680 x 4320","1607.59","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-t470-09id-14-core-i5-7200u-4gb-1tb-intel-hd-graphics-win10-pro-black_10039525/100100092.html"
"LENOVO","THINKPAD","NVIDIA","15.4""","LINUX","4GB","ARM","2560 x 1440","1680.66","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x270-06id-12-5-fhd-core-i7-7500u-8gb-1tb-intel-hd-graphics-win10-pro-black_10039529/100100098.html"
"LENOVO","THINKPAD","INTEL","15.6""","WINDOWS","32GB","INTEL","1920 x 1080","1680.66","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x270-06id-12-5-fhd-core-i7-7500u-8gb-1tb-intel-hd-graphics-win10-pro-black_10039529/100100098.html"
"LENOVO","THINKPAD","ARM","13""","LINUX","16GB","ARM","1280 x 720","1680.66","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x270-06id-12-5-fhd-core-i7-7500u-8gb-1tb-intel-hd-graphics-win10-pro-black_10039529/100100098.html"
"LENOVO","THINKPAD","INTEL","17""","LINUX","16GB","ARM","3840 x 2160","1717.2","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x270-06id-12-5-fhd-core-i7-7500u-8gb-1tb-intel-hd-graphics-win10-pro-black_10039529/100100098.html"
"LENOVO","THINKPAD","INTEL","17""","WINDOWS","4GB","ARM","3840 x 2160","1717.2","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x270-06id-12-5-fhd-core-i7-7500u-8gb-1tb-intel-hd-graphics-win10-pro-black_10039529/100100098.html"
"LENOVO","LEGION","NVIDIA","17""","WINDOWS","32GB","ARM","1920 x 1080","1753.74","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y720-kaid-15-6-fhd-i7-7700hq-16gb-2tb-512gb-ssd-nvidia-geforce-gtx1060-6gb-win-10-black_10472181/101046139.html"
"LENOVO","LEGION","INTEL","14""","WINDOWS","16GB","ARM","3840 x 2160","1753.74","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y720-kaid-15-6-fhd-i7-7700hq-16gb-2tb-512gb-ssd-nvidia-geforce-gtx1060-6gb-win-10-black_10472181/101046139.html"
"LENOVO","LEGION","INTEL","17""","LINUX","12GB","ARM","7680 x 4320","1753.74","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y720-kaid-15-6-fhd-i7-7700hq-16gb-2tb-512gb-ssd-nvidia-geforce-gtx1060-6gb-win-10-black_10472181/101046139.html"
"LENOVO","YOGA","INTEL","17""","WINDOWS","16GB","ARM","1920 x 1080","1790.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-c930-9kid-13-9-fhd-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-mica-gold_11188605/102758703.html"
"LENOVO","YOGA","INTEL","13""","WINDOWS","8GB","INTEL","3840 x 2160","1790.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-c930-9kid-13-9-fhd-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-mica-gold_11188605/102758703.html"
"LENOVO","YOGA","NVIDIA","13""","WINDOWS","4GB","ARM","1280 x 720","1790.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-c930-9kid-13-9-fhd-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-mica-gold_11188605/102758703.html"
"LENOVO","YOGA","ARM","15.4""","LINUX","8GB","INTEL","7680 x 4320","1790.27","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-c930-9kid-13-9-fhd-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-mica-gold_11188605/102758703.html"
"LENOVO","LEGION","NVIDIA","13""","LINUX","4GB","AMD","7680 x 4320","1826.81","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y720-kaid-15-6-fhd-i7-7700hq-16gb-2tb-512gb-ssd-nvidia-geforce-gtx1060-6gb-win-10-black_10472181/101046139.html"
"LENOVO","LEGION","INTEL","15.4""","LINUX","8GB","AMD","2560 x 1440","1826.81","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y720-kaid-15-6-fhd-i7-7700hq-16gb-2tb-512gb-ssd-nvidia-geforce-gtx1060-6gb-win-10-black_10472181/101046139.html"
"LENOVO","YOGA","INTEL","15.6""","WINDOWS","4GB","NVIDIA","1280 x 720","1899.89","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-c930-9kid-13-9-fhd-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-mica-gold_11188605/102758703.html"
"LENOVO","YOGA","ARM","15.6""","WINDOWS","8GB","AMD","2560 x 1440","1899.89","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-c930-9kid-13-9-fhd-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-mica-gold_11188605/102758703.html"
"LENOVO","YOGA","INTEL","14""","WINDOWS","4GB","INTEL","3840 x 2160","1899.89","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-yoga-c930-9kid-13-9-fhd-intel-core-i7-8550u-16gb-512gb-ssd-integrated-graphics-win-10-home-mica-gold_11188605/102758703.html"
"LENOVO","THINKPAD","INTEL","15.4""","LINUX","16GB","AMD","1280 x 720","1907.19","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x280-1id-12-5-fhd-intel-core-i7-8550u-16gb-512gb-ssd-intel-hd-graphics-win-10-pro-black_10511613/101122323.html"
"LENOVO","THINKPAD","ARM","13""","WINDOWS","32GB","ARM","1280 x 720","1907.19","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x280-1id-12-5-fhd-intel-core-i7-8550u-16gb-512gb-ssd-intel-hd-graphics-win-10-pro-black_10511613/101122323.html"
"LENOVO","THINKPAD","INTEL","14""","LINUX","4GB","INTEL","1280 x 720","2119.11","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x280-1id-12-5-fhd-intel-core-i7-8550u-16gb-512gb-ssd-intel-hd-graphics-win-10-pro-black_10511613/101122323.html"
"LENOVO","THINKPAD","ARM","15.4""","WINDOWS","32GB","ARM","7680 x 4320","2265.26","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x280-1id-12-5-fhd-intel-core-i7-8550u-16gb-512gb-ssd-intel-hd-graphics-win-10-pro-black_10511613/101122323.html"
"LENOVO","THINKPAD","ARM","15.6""","LINUX","12GB","AMD","7680 x 4320","2265.26","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-thinkpad-x280-1id-12-5-fhd-intel-core-i7-8550u-16gb-512gb-ssd-intel-hd-graphics-win-10-pro-black_10511613/101122323.html"
"LENOVO","Y900-5CID","ARM","13""","LINUX","12GB","NVIDIA","1280 x 720","2557.57","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-y900-5cid-gaming-notebook_50001335/500001767.html"
"LENOVO","Y900-5CID","NVIDIA","15.4""","LINUX","8GB","INTEL","7680 x 4320","2557.57","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-y900-5cid-gaming-notebook_50001335/500001767.html"
"LENOVO","Y900-5CID","INTEL","15.6""","LINUX","8GB","AMD","7680 x 4320","2557.57","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-y900-5cid-gaming-notebook_50001335/500001767.html"
"LENOVO","LEGION","NVIDIA","17""","LINUX","16GB","ARM","2560 x 1440","2689.1","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y920-4rid-17-3-fhd-i7-7700hq-32gb-2tb-256gb-ssd-nvidia-geforce-gtx1070-8gb-win-10-black_10472194/101046178.html"
"LENOVO","LEGION","INTEL","15.4""","WINDOWS","32GB","INTEL","1920 x 1080","2689.1","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y920-4rid-17-3-fhd-i7-7700hq-32gb-2tb-256gb-ssd-nvidia-geforce-gtx1070-8gb-win-10-black_10472194/101046178.html"
"LENOVO","LEGION","INTEL","13""","LINUX","12GB","NVIDIA","7680 x 4320","2689.1","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y920-4rid-17-3-fhd-i7-7700hq-32gb-2tb-256gb-ssd-nvidia-geforce-gtx1070-8gb-win-10-black_10472194/101046178.html"
"LENOVO","LEGION","NVIDIA","17""","WINDOWS","4GB","INTEL","1920 x 1080","2776.79","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y920-4rid-17-3-fhd-i7-7700hq-32gb-2tb-256gb-ssd-nvidia-geforce-gtx1070-8gb-win-10-black_10472194/101046178.html"
"LENOVO","LEGION","INTEL","17""","WINDOWS","4GB","AMD","1280 x 720","2776.79","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/lenovo-legion-y920-4rid-17-3-fhd-i7-7700hq-32gb-2tb-256gb-ssd-nvidia-geforce-gtx1070-8gb-win-10-black_10472194/101046178.html"
"MICROSOFT","SURFACE","INTEL","15.4""","WINDOWS","12GB","NVIDIA","3840 x 2160","2119.11","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5_701203/10038979.html"
"MICROSOFT","SURFACE","NVIDIA","14""","LINUX","8GB","AMD","3840 x 2160","2119.11","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5_701203/10038979.html"
"MICROSOFT","SURFACE","ARM","15.6""","LINUX","8GB","AMD","3840 x 2160","2119.11","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5_701203/10038979.html"
"MICROSOFT","SURFACE","NVIDIA","17""","WINDOWS","32GB","NVIDIA","7680 x 4320","2557.57","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5_701205/10038981.html"
"MICROSOFT","SURFACE","ARM","15.6""","LINUX","4GB","INTEL","7680 x 4320","2557.57","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5_701205/10038981.html"
"MICROSOFT","SURFACE","INTEL","14""","LINUX","32GB","AMD","7680 x 4320","2557.57","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5_701205/10038981.html"
